Company,Ticker,PE,EPS,ROE,DebtEquity,RevenueGrowth
Ircon International Limited,IRCON.NS,28.010973,6.38,0.09422,79.151,-0.192
Indian Railway Catering And Tourism Corporation Limited,IRCTC.NS,41.18506,17.13,0.35252997,1.836,0.077
Indian Renewable Energy Development Agency Limited,IREDA.NS,22.308544,6.32,0.15483,554.836,0.363
Indian Railway Finance Corporation Limited,IRFC.NS,25.503819,5.24,0.12698,730.143,0.104
IRIS RegTech Solutions Limited,IRIS.NS,71.63855,4.15,0.071329996,1.086,-0.074
Iris Clothings Limited,IRISDOREME.NS,47.487503,0.8,0.13097,20.588,0.074
IRM Energy Limited,IRMENERGY.NS,28.293293,9.99,0.04271,8.415,0.121
Intrasoft Technologies Limited,ISFT.NS,11.999999,7.71,0.05427,4.664,0.055
Isgec Heavy Engineering Limited,ISGEC.NS,21.594807,41.98,0.119169995,31.763,0.029
Ishan Dyes and Chemicals Limited,ISHANCH.NS,,-2.09,-0.036140002,62.878,-0.78
ITC Limited,ITC.NS,25.102484,16.1,0.27811,0.507,-0.06
ITC Hotels Limited,ITCHOTELS.NS,56.070625,3.54,,0.724,0.079
India Tourism Development Corporation Limited,ITDC.NS,70.46912,8.42,0.19376,0.18,-0.229
ITI Limited,ITI.NS,,-1.78,-0.10949001,87.135,-0.465
Ivalue Infosolutions Limited,IVALUE.NS,15.033077,18.14,,19.844,0.521
IL&FS Investment Managers Limited,IVC.NS,19.666668,0.42,,,-0.108
IVP Limited,IVP.NS,13.809074,10.58,0.07849,69.423,0.204
Le Travenues Technology Limited,IXIGO.NS,207.37903,1.24,0.0746,3.628,0.369
IZMO Limited,IZMO.NS,38.507603,21.04,0.087139994,3.329,0.027
The Jammu & Kashmir Bank Limited,J&KBANK.NS,5.190727,18.98,0.148,,-0.059
Jagran Prakashan Limited,JAGRAN.NS,8.971033,7.94,0.06528,9.556,0.047
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM.NS,21.470589,9.18,0.27533,3.495,-0.003
Jai Balaji Industries Limited,JAIBALAJI.NS,20.300632,3.16,0.14116,20.642,-0.131
Jai Corp Limited,JAICORPLTD.NS,13.920168,9.52,0.11658,0.063,0.157
Jain Resource Recycling Limited,JAINREC.NS,63.520805,6.49,,94.847,0.518
Nandani Creation Limited,JAIPURKURT.NS,12.045643,2.41,0.04044,44.319,0.54
Jamna Auto Industries Limited,JAMNAAUTO.NS,27.971111,4.5,0.18214001,14.586,0.035
Jaro Institute of Technology Management and Research Limited,JARO.NS,28.641027,17.55,,13.318,0.082
Jash Engineering Limited,JASH.NS,34.759182,12.25,0.18665001,25.205,0.129
Jayant Agro Organics Limited,JAYAGROGN.NS,11.765015,17.15,0.083780006,30.871,-0.165
Jay Bharat Maruti Limited,JAYBARMARU.NS,14.86743,6.11,0.11590999,102.277,0.049
Jaykay Enterprises Limited,JAYKAY.NS,83.406784,2.36,0.07275,14.625,1.062
Jayaswal Neco Industries Limited,JAYNECOIND.NS,20.636597,3.88,0.158,90.804,0.448
Jayshree Tea & Industries Limited,JAYSREETEA.NS,4.137488,21.02,0.16311,91.73,-0.112
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM.NS,40.225613,45.21,0.20472999,1.075,0.084
JBM Auto Limited,JBMA.NS,70.4983,8.83,0.16403,218.256,0.064
Jet Freight Logistics Limited,JETFREIGHT.NS,17.30392,1.02,0.07338,95.805,-0.042
J.G.Chemicals Limited,JGCHEM.NS,22.281858,15.93,0.1372,1.013,0.039
JHS Svendgaard Laboratories Limited,JHS.NS,,-0.91,-0.044710003,6.097,0.14
Jindal Photo Limited,JINDALPHOT.NS,10.025376,149.74,0.09052,5.857,12.519
Jindal Poly Films Limited,JINDALPOLY.NS,,-6.05,,107.317,-0.121
Jindal Saw Limited,JINDALSAW.NS,7.7229195,21.51,0.10207,43.953,-0.24
JINDAL STEEL LIMITED,JINDALSTEL.NS,36.57768,26.97,0.05647,38.018,0.042
Jindal Drilling And Industries Limited,JINDRILL.NS,4.8206744,115.99,0.20813,6.544,0.38
Jindal Worldwide Limited,JINDWORLD.NS,41.75714,0.7,0.08894,71.079,0.004
Jio Financial Services Limited,JIOFIN.NS,118.30678,2.51,0.01199,7.797,0.207
Jain Irrigation Systems Limited,JISLDVREQS.NS,34.06024,0.83,0.0091699995,68.821,0.202
Jain Irrigation Systems Limited,JISLJALEQS.NS,49.759037,0.83,0.0091699995,68.821,0.202
JITF Infralogistics Limited,JITFINFRA.NS,,-44.3,,,0.118
JK Cement Limited,JKCEMENT.NS,42.505234,133.76,0.17202999,99.562,0.179
J.Kumar Infraprojects Limited,JKIL.NS,10.693748,53.91,0.13688,24.572,0.039
Jinkushal Industries Limited,JKIPL.NS,18.9413,4.77,,35.053,0.042
JK Lakshmi Cement Limited,JKLAKSHMI.NS,19.99227,38.81,0.13453001,72.145,0.241
JK Paper Limited,JKPAPER.NS,20.755415,17.54,0.05568,37.239,0.039
JK Tyre & Industries Limited,JKTYRE.NS,25.476189,19.53,0.10606,89.667,0.108
Jupiter Life Line Hospitals Limited,JLHL.NS,45.951042,30.23,0.14666,27.808,0.22
Jullundur Motor Agency (Delhi) Limited,JMA.NS,6.3600655,12.22,0.114989996,,0.118
JM Financial Limited,JMFINANCIL.NS,12.155854,11.87,0.104899995,104.102,0.248
JNK India Limited,JNKINDIA.NS,46.946884,5.46,0.0594,4.714,0.718
Jocil Limited,JOCIL.NS,66.296295,2.16,0.00906,2.606,0.07
Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS,5.0977864,209.64,0.100600004,1.433,1.417
Jaiprakash Power Ventures Limited,JPPOWER.NS,21.637499,0.8,0.06003,27.62,0.173
Jana Small Finance Bank Limited,JSFB.NS,10.574021,39.11,0.100559995,,0.184
Jindal Stainless Limited,JSL.NS,23.62213,33.53,0.16474001,37.899,0.114
Jeena Sikho Lifecare Limited,JSLL.NS,55.553814,12.73,0.54371,30.042,0.773
JSW Cement Limited,JSWCEMENT.NS,,-9.78,,75.362,0.167
JSW Energy Limited,JSWENERGY.NS,41.398964,11.58,0.07455,218.668,0.599
JSW Holdings Limited,JSWHL.NS,173.98315,111.62,0.00375,,-0.485
JSW Infrastructure Limited,JSWINFRA.NS,37.506596,7.58,0.16318001,48.27,0.264
JSW Steel Limited,JSWSTEEL.NS,44.379562,24.66,0.07279,118.74,0.138
Jtekt India Limited,JTEKTINDIA.NS,53.27612,2.68,0.07071,23.209,0.056
JTL INDUSTRIES LIMITED,JTLIND.NS,30.523077,1.95,0.06565,13.09,-0.105
Jubilant Agri and Consumer Products Limited,JUBLCPL.NS,29.13001,82.07,,9.982,0.26
Jubilant Foodworks Limited,JUBLFOOD.NS,124.12416,4.51,0.13579,202.293,0.197
Jubilant Ingrevia Limited,JUBLINGREA.NS,39.057175,18.19,0.09836,26.51,0.072
Jubilant Pharmova Limited,JUBLPHARMA.NS,35.72473,30.08,0.07591,43.867,0.122
Juniper Hotels Limited,JUNIPER.NS,50.998035,5.08,0.04202,50.239,0.074
Just Dial Limited,JUSTDIAL.NS,10.820605,66.78,0.123459995,1.946,0.064
Jupiter Wagons Limited,JWL.NS,52.579422,6.61,0.102539994,26.721,-0.221
Jyothy Labs Limited,JYOTHYLAB.NS,29.752373,9.49,0.20938,3.737,0.003
Jyoti CNC Automation Limited,JYOTICNC.NS,64.43643,15.26,0.20820999,39.56,0.179
Jyoti Structures Limited,JYOTISTRUC.NS,22.0,0.43,0.14052,385.421,0.401
Kabra Extrusion Technik Limited,KABRAEXTRU.NS,72.927635,3.04,0.02329,32.04,0.052
Kajaria Ceramics Limited,KAJARIACER.NS,38.624653,25.23,0.14096,9.676,0.006
Kakatiya Cement Sugar & Industries Limited,KAKATCEM.NS,,-34.95,-0.13124,4.858,0.153
Sai Silks (Kalamandir) Limited,KALAMANDIR.NS,17.502836,8.81,0.11468001,25.323,0.279
Kalpataru Limited,KALPATARU.NS,,-5.02,,226.029,0.568
Kalyani Commercials Limited,KALYANI.NS,5.9215264,23.32,,,
Kalyani Forge Limited,KALYANIFRG.NS,30.016779,20.86,0.085260004,98.678,-0.107
Kalyan Jewellers India Limited,KALYANKJIL.NS,54.51165,9.01,0.19193001,99.88,0.295
Kamat Hotels (I) Limited,KAMATHOTEL.NS,18.210526,12.92,0.14613,87.461,-0.12
Kamdhenu Limited,KAMDHENU.NS,9.354839,2.48,0.21488,0.156,0.005
Kamdhenu Ventures Limited,KAMOPAINTS.NS,6.0588236,1.02,0.034930002,19.23,0.036
Kanani Industries Limited,KANANIIND.NS,16.4,0.1,0.032309998,0.485,0.029
Kanoria Chemicals & Industries Limited,KANORICHEM.NS,,-15.52,-0.16405001,61.61,-0.438
Kanpur Plastipack Limited,KANPRPLA.NS,15.574891,11.55,0.1275,56.258,0.09
Kansai Nerolac Paints Limited,KANSAINER.NS,16.7788,14.15,0.18399,4.284,0.001
Kapston Services Limited,KAPSTON.NS,25.251923,11.71,0.26316,172.342,0.253
Karma Energy Limited,KARMAENG.NS,103.10417,0.48,0.01353,4.177,0.046
Karur Vysya Bank Limited,KARURVYSYA.NS,12.066574,21.78,0.17764,,0.109
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA.NS,,-119.01,0.01798,,0.399
Kavveri Defence & Wireless Technologies Limited,KAVDEFENCE.NS,53.816902,1.42,0.09802,6.754,0.617
Kaya Limited,KAYA.NS,,-41.27,,,0.025
Kaynes Technology India Limited,KAYNES.NS,69.434,58.48,0.10389,18.899,0.584
KCP Limited,KCP.NS,15.70189,11.64,0.12069,39.481,-0.002
KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS,,-3.56,-0.08234,13.03,-0.089
KDDL Limited,KDDL.NS,31.710718,75.29,0.09526,25.144,0.304
KEC International Limited,KEC.NS,28.374031,25.8,0.12769,94.066,0.191
Kirloskar Electric Company Limited,KECL.NS,92.9813,1.07,0.05856,83.428,-0.12
DSJ Keep Learning Limited,KEEPLEARN.NS,120.00001,0.02,0.05941,,31.347
KEI Industries Limited,KEI.NS,52.410892,83.33,0.16393,3.799,0.196
Kellton Tech Solutions Limited,KELLTONTEC.NS,11.053254,1.69,0.14411001,21.666,0.107
Kernex Microsystems (India) Limited,KERNEX.NS,38.735954,32.04,0.37028998,51.362,0.143
Kesoram Industries Limited,KESORAMIND.NS,,-5.34,-1.05519,57.599,-0.06
Keynote Financial Services Limited,KEYFINSERV.NS,17.836819,17.22,0.06612,0.964,
Kfin Technologies Limited,KFINTECH.NS,55.097652,19.97,0.25816,3.239,0.1
Khadim India Limited,KHADIM.NS,20.023256,7.74,0.06865,154.065,-0.367
Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS,12.272727,6.6,0.27457002,106.925,0.338
Khaitan (India) Limited,KHAITANLTD.NS,7.827372,12.86,0.23367001,38.132,0.314
Khandwala Securities Limited,KHANDSE.NS,,-1.21,-0.06303,10.031,-0.553
Kalyani Investment Company Limited,KICL.NS,48.09235,102.22,0.00459,,-0.052
Kilitch Drugs (India) Limited,KILITCH.NS,20.31638,16.91,0.11717,31.651,0.031
Krishna Institute of Medical Sciences Limited,KIMS.NS,74.73151,8.38,0.14649999,123.719,0.236
Kingfa Science & Technology (India) Limited,KINGFA.NS,33.750404,123.0,0.16171,1.438,0.113
KIOCL Limited,KIOCL.NS,,-0.49,-0.08081,11.138,7.831
Kiri Industries Limited,KIRIINDUS.NS,41.76105,14.48,0.03907,37.3,-0.216
Kirloskar Brothers Limited,KIRLOSBROS.NS,32.484283,49.31,0.1943,9.871,-0.008
Kirloskar Oil Engines Limited,KIRLOSENG.NS,36.805798,34.5,0.15653,165.651,0.299
Kirloskar Industries Limited,KIRLOSIND.NS,20.586567,158.72,0.03917,14.61,0.049
Kirloskar Pneumatic Company Limited,KIRLPNU.NS,35.976204,28.58,0.17128,0.756,-0.103
Kitex Garments Limited,KITEX.NS,,-1.81,,97.59,-0.434
Kewal Kiran Clothing Limited,KKCL.NS,22.939222,21.06,0.13618,16.664,0.149
Knowledge Marine & Engineering Works Limited,KMEW.NS,82.23483,22.91,0.22511,60.049,-0.044
K.M.Sugar Mills Limited,KMSUGAR.NS,5.3586745,5.13,0.13962,18.481,0.027
KN Agri Resources Limited,KNAGRI.NS,13.624661,14.76,0.10582,13.118,0.088
KNR Constructions Limited,KNRCON.NS,8.166591,21.91,0.10775,48.727,-0.668
Kohinoor Foods Limited,KOHINOOR.NS,0.28681856,98.32,,,1.065
Kokuyo Camlin Limited,KOKUYOCMLN.NS,49.000004,1.81,0.05868,28.954,-0.089
Kolte - Patil Developers Limited,KOLTEPATIL.NS,45.697674,8.6,0.066599995,86.31,-0.55
Kopran Limited,KOPRAN.NS,40.76438,3.65,0.03525,31.299,-0.222
Kotak Mahindra Bank Limited,KOTAKBANK.NS,23.153952,93.47,0.1178,,-0.124
Kothari Sugars And Chemicals Limited,KOTARISUG.NS,,-0.15,-0.00448,17.173,-0.33
Kothari Petrochemicals Limited,KOTHARIPET.NS,11.686555,11.23,0.21608,0.781,-0.208
Kothari Products Limited,KOTHARIPRO.NS,2.8194916,26.37,0.04098,21.976,0.064
K.P. Energy Limited,KPEL.NS,17.36524,19.85,0.43458,121.934,0.514
KPI Green Energy Limited,KPIGREEN.NS,21.277466,19.57,0.1726,88.244,0.764
Kalpataru Projects International Limited,KPIL.NS,24.606047,48.61,0.13382,69.688,0.324
KPIT Technologies Limited,KPITTECH.NS,42.818695,28.24,0.26812,16.215,0.079
K.P.R. Mill Limited,KPRMILL.NS,38.352413,24.46,0.16702999,6.46,0.103
KRBL Limited,KRBL.NS,15.176426,26.64,0.11677,1.295,0.189
Krebs Biochemicals and Industries Limited,KREBSBIO.NS,,-12.74,,,-0.676
Kridhan Infra Limited,KRIDHANINF.NS,6.0571427,0.7,,,
Krishana Phoschem Limited,KRISHANA.NS,28.455648,18.94,0.30223,92.866,1.022
Krishival Foods Limited-RE,KRISHFL-RE.NS,,,,,
Krishival Foods Limited,KRISHIVAL.NS,54.308514,6.58,0.1074,18.157,0.807
Kriti Industries (India) Limited,KRITI.NS,,-3.33,-0.08151,46.083,-0.269
Kritika Wires Limited,KRITIKA.NS,23.866665,0.3,0.08644,39.762,0.133
Kriti Nutrients Limited,KRITINUT.NS,10.659778,6.29,0.14778,2.584,0.227
KRN Heat Exchanger and Refrigeration Limited,KRN.NS,77.79831,9.47,0.114779994,5.766,0.669
Kronox Lab Sciences Limited,KRONOX.NS,20.04125,7.03,0.29024,2.578,0.027
Kross Limited,KROSS.NS,25.829138,7.55,0.11559,13.24,-0.058
Krsnaa Diagnostics Limited,KRSNAA.NS,28.497662,25.66,0.09588,30.959,0.105
Krystal Integrated Services Limited,KRYSTAL.NS,20.961538,24.44,0.14207,21.908,0.065
Ksb Limited,KSB.NS,50.26455,15.12,,0.3,0.054
Kaveri Seed Company Limited,KSCL.NS,16.554111,59.23,0.18070999,,0.593
KSH International Limited,KSHINTL.NS,34.203186,10.04,0.2568,122.749,
Kshitij Polyline Limited,KSHITIJPOL.NS,,-889.56,-0.11685,18.781,-0.085
Kalyani Steels Limited,KSL.NS,12.205489,59.76,0.14001,21.693,-0.073
Ksolves India Limited,KSOLVES.NS,22.21161,13.09,0.94671,7.526,0.139
KSR Footwear Limited,KSR.NS,,-0.06,,43.606,-0.071
The Karnataka Bank Limited,KTKBANK.NS,6.6674356,30.34,0.09513,,-0.019
Kuantum Papers Limited,KUANTUM.NS,12.409946,7.44,0.054780003,56.267,0.003
Lagnam Spintex Limited,LAGNAM.NS,10.196,7.5,0.113579996,289.472,-0.014
Lakshmi Precision Screws Limited,LAKPRE.NS,,-50.11,-0.86243,,0.209
Lorenzini Apparels Limited,LAL.NS,,-0.33,-0.10987,26.272,0.308
Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,43.945557,31.96,0.24223,6.441,0.107
Lambodhara Textiles Limited,LAMBODHARA.NS,17.755043,6.94,0.06062,32.269,0.027
Lancor Holdings Limited,LANCORHOL.NS,,-0.62,-0.0225,64.345,-0.412
Landmark Cars Limited,LANDMARK.NS,93.97436,5.07,0.04046,166.568,0.335
La Opala RG Limited,LAOPALA.NS,22.424175,9.1,0.12482,1.046,0.003
Lasa Supergenerics Limited,LASA.NS,2.4864864,3.7,-0.49188998,13.025,-0.926
Latent View Analytics Limited,LATENTVIEW.NS,49.940414,9.23,0.1225,1.517,0.233
Latteys Industries Limited,LATTEYS.NS,73.870964,0.31,0.09562001,36.75,0.094
Laurus Labs Limited,LAURUSLABS.NS,85.5004,12.69,0.15022999,44.831,0.351
Laxmi Cotspin Limited,LAXMICOT.NS,6.1503267,3.06,0.15785,65.868,0.032
Laxmi Dental Limited,LAXMIDENTL.NS,54.86258,4.73,,3.883,0.265
Laxmi India Finance Limited,LAXMIINDIA.NS,16.431192,7.63,,256.533,0.383
LCC Infotech Limited,LCCINFOTEC.NS,,-0.13,-2.08409,485.616,-0.884
Le Merite Exports Limited,LEMERITE.NS,94.51882,4.78,0.109510005,65.949,-0.284
Lemon Tree Hotels Limited,LEMONTREE.NS,58.122303,2.78,0.15972,109.554,0.077
Lenskart Solutions Limited,LENSKART.NS,168.93257,2.67,,44.215,0.208
Lexus Granito (India) Limited,LEXUS.NS,33.518986,0.79,0.16018999,332.938,0.272
Lakshmi Finance & Industrial Corporation Limited,LFIC.NS,,-7.16,-0.03463,,-0.694
LG Balakrishnan & Bros Limited,LGBBROSLTD.NS,17.700457,101.02,0.16853,9.738,0.191
LG Electronics India Limited,LGEINDIA.NS,50.841682,29.94,,6.876,0.01
Laxmi Goldorna House Limited,LGHL.NS,128.31111,2.25,0.16695999,129.046,0.134
Libas Consumer Products Limited,LIBAS.NS,3.2173913,3.45,-0.016,16.808,0.026
Liberty Shoes Limited,LIBERTSHOE.NS,35.655525,7.78,0.06002,72.559,0.014
LIC Housing Finance Limited,LICHSGFIN.NS,5.3735433,100.39,0.1531,679.251,0.018
Life Insurance Corporation Of India,LICI.NS,10.519312,80.78,0.44623002,-0.26,0.043
Likhitha Infrastructure Limited,LIKHITHA.NS,12.846204,15.28,0.16284999,0.133,-0.233
Linc Limited,LINC.NS,18.288052,6.11,0.15765001,11.183,0.013
Lincoln Pharmaceuticals Limited,LINCOLN.NS,12.025538,39.94,0.11808,0.009,0.013
Linde India Limited,LINDEINDIA.NS,99.13448,60.08,0.13529,1.687,0.015
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG.NS,53.971157,1.04,0.17052001,15.717,0.493
Lloyds Enterprises Limited,LLOYDSENT.NS,26.158995,2.39,0.109969996,15.954,0.055
Lloyds Metals And Energy Limited,LLOYDSME.NS,42.566814,32.18,0.25819,100.054,1.676
LMW Limited,LMW.NS,133.43195,111.54,0.04281,,0.069
Lodha Developers Limited,LODHA.NS,32.266304,33.27,0.16833,45.111,0.447
Lokesh Machines Limited,LOKESHMACH.NS,,-1.61,-0.01359,71.143,-0.33
Lords Chloro Alkali Limited,LORDSCHLO.NS,19.283752,8.74,0.123339996,72.87,0.622
Sri Lotus Developers and Realty Limited,LOTUSDEV.NS,36.833725,4.27,,7.958,0.435
Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS,388.36362,0.33,0.01116,7.917,0.01
Lovable Lingerie Limited,LOVABLE.NS,52.14839,1.55,0.01321,1.621,-0.127
Loyal Textile Mills Limited,LOYALTEX.NS,,-31.57,-0.06112,137.189,-0.425
Landmark Property Development Company Limited,LPDC.NS,,-0.0,0.0014200001,,
Larsen & Toubro Limited,LT.NS,33.959557,119.18,0.16521,111.847,0.107
L&T Finance Limited,LTF.NS,27.975857,10.77,0.10622,370.75,0.099
LT Foods Limited,LTFOODS.NS,21.897871,18.31,0.16159001,43.095,0.299
LTIMindtree Limited,LTIM.NS,36.815296,163.94,0.21789,10.164,0.102
L&T Technology Services Limited,LTTS.NS,37.56797,120.27,0.2152,10.149,0.158
Lumax Industries Limited,LUMAXIND.NS,34.21612,159.91,0.19748,121.301,0.242
Lumax Auto Technologies Limited,LUMAXTECH.NS,48.86027,31.06,0.22785999,87.422,0.373
Lupin Limited,LUPIN.NS,22.379488,94.39,0.24529,31.513,0.242
Lux Industries Limited,LUXIND.NS,26.308819,42.29,0.07412,32.661,0.15
Laxmi Organic Industries Limited,LXCHEM.NS,55.614616,3.01,0.044099998,17.29,-0.093
Lyka Labs Limited,LYKALABS.NS,126.745766,0.59,0.025139999,31.232,-0.109
Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS,,-5.17,-0.62558,,1.598
Mahindra & Mahindra Limited,M&M.NS,28.62753,126.56,0.17235,132.29,0.212
Mahindra & Mahindra Financial Services Limited,M&MFIN.NS,20.766596,18.98,0.109919995,435.079,0.241
Maan Aluminium Limited,MAANALU.NS,57.685314,2.86,0.08637,44.279,-0.07
Macpower CNC Machines Limited,MACPOWER.NS,38.197113,27.04,0.18879,0.841,0.206
Madhav Marbles and Granites Limited,MADHAV.NS,,-1.93,-0.01459,8.785,0.154
Madhucon Projects Limited,MADHUCON.NS,,-94.82,,,-0.536
Madras Fertilizers Limited,MADRASFERT.NS,16.071138,4.92,,2364.063,-0.041
Magadh Sugar & Energy Limited,MAGADSUGAR.NS,8.688119,58.58,0.10666,40.692,0.002
Magnum Ventures Limited,MAGNUM.NS,,-0.42,-0.00464,39.355,0.418
Bank of Maharashtra,MAHABANK.NS,7.1866336,7.93,0.22427,,0.202
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS,17.288925,6.23,0.71444,,-0.494
Mahamaya Steel Industries Limited,MAHASTEEL.NS,143.91518,6.13,,40.365,0.219
Mahindra EPC Irrigation Limited,MAHEPC.NS,25.433132,5.01,0.08397,21.052,-0.009
Maheshwari Logistics Limited,MAHESHWARI.NS,7.8369904,6.38,0.09585,145.284,0.203
Mahindra Lifespace Developers Limited,MAHLIFE.NS,44.494316,8.8,0.06157,9.505,1.307
Mahindra Logistics Limited,MAHLOG.NS,,-4.47,-0.037219997,57.981,0.108
Maharashtra Scooters Limited,MAHSCOOTER.NS,45.137405,313.31,0.01121,,0.659
Maharashtra Seamless Limited,MAHSEAMLES.NS,9.422222,58.5,0.12532,0.151,-0.103
Maithan Alloys Limited,MAITHANALL.NS,6.4386163,152.89,0.114659995,10.735,0.057
Mallcom (India) Limited,MALLCOM.NS,13.98738,83.99,0.18495001,36.932,0.08
Malu Paper Mills Limited,MALUPAPER.NS,,-10.68,,,-0.128
Mamata Machinery Limited,MAMATA.NS,24.087528,17.48,0.27403998,4.109,0.247
Manaksia Aluminium Company Limited,MANAKALUCO.NS,26.416668,0.96,0.04684,193.509,-0.129
Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS,31.413462,4.16,0.15438,30.806,0.26
Manaksia Limited,MANAKSIA.NS,8.0807295,7.68,0.08396,5.797,0.121
Manaksia Steels Limited,MANAKSTEEL.NS,26.934546,2.75,0.059660003,66.71,1.515
Manali Petrochemicals Limited,MANALIPETC.NS,21.397163,2.82,0.043909997,13.6,0.077
Manappuram Finance Limited,MANAPPURAM.NS,60.726746,5.16,0.03363,301.609,-0.309
Manba Finance Limited,MANBA.NS,16.821003,8.38,0.113479994,378.135,0.105
Mangal Credit and Fincorp Limited,MANCREDIT.NS,28.729414,5.95,0.08276,174.678,0.359
Mangalam Drugs And Organics Limited,MANGALAM.NS,,-12.51,-0.1437,79.535,-0.382
Mangalam Cement Limited,MANGLMCEM.NS,27.406418,28.05,0.0892,81.544,0.1
Man Industries (India) Limited,MANINDS.NS,16.3182,24.01,0.09739,28.531,0.035
Man Infraconstruction Limited,MANINFRA.NS,18.061539,7.15,0.15558,1.424,-0.354
Mankind Pharma Limited,MANKIND.NS,51.539368,42.55,0.13463001,53.892,0.202
Manomay Tex India Limited,MANOMAY.NS,19.10149,10.74,0.13046,234.249,-0.059
Manorama Industries Limited,MANORAMA.NS,46.09884,28.53,0.36304,66.88,0.654
Mangalam Organics Limited,MANORG.NS,17.05414,28.26,0.08166,114.035,0.143
Manugraph India Limited,MANUGRAPH.NS,,-2.85,0.00075999997,10.149,0.144
Vedant Fashions Limited,MANYAVAR.NS,36.425423,15.89,0.23729,26.948,-0.018
C.E. Info Systems Limited,MAPMYINDIA.NS,63.66464,26.36,0.18663,1.148,0.097
Maral Overseas Limited,MARALOVER.NS,,-6.3,-0.24774,447.299,-0.079
Marathon Nextgen Realty Limited,MARATHON.NS,12.114785,41.73,0.1396,2.665,-0.2
Marico Limited,MARICO.NS,57.799377,12.86,0.37022,13.671,0.307
Marine Electricals (India) Limited,MARINE.NS,64.35715,3.36,0.112440005,12.715,0.207
Markolines Pavement Technologies Limited,MARKOLINES.NS,14.192574,11.58,0.15425,33.27,0.4
Marksans Pharma Limited,MARKSANS.NS,23.061855,7.76,0.14073,12.238,0.122
Maruti Suzuki India Limited,MARUTI.NS,35.35954,469.35,0.1565,0.1,0.131
MAS Financial Services Limited,MASFIN.NS,16.953838,18.63,0.12874,347.367,0.272
Mask Investments Limited,MASKINVEST.NS,,-0.11,-0.00023,0.826,-0.924
Mastek Limited,MASTEK.NS,18.307442,117.16,0.14722,20.327,0.084
Master Trust Limited,MASTERTR.NS,11.731949,10.11,,,-0.088
Matrimony.Com Limited,MATRIMONY.NS,33.171803,15.89,0.123730004,22.336,-0.008
Mawana Sugars Limited,MAWANASUG.NS,3.3594162,26.71,0.25238,1.911,0.121
Max Estates Limited,MAXESTATES.NS,112.641975,4.05,0.01773,69.537,0.414
Max Healthcare Institute Limited,MAXHEALTH.NS,77.62283,13.84,0.14397,32.579,0.251
Max India Limited,MAXIND.NS,,-31.19,-0.32984,43.616,0.056
Mayur Uniquoters Ltd,MAYURUNIQ.NS,14.060204,35.38,0.16171,0.735,0.155
Mazda Limited,MAZDA.NS,16.772799,12.72,0.11257,,-0.105
Mazagon Dock Shipbuilders Limited,MAZDOCK.NS,43.87776,57.92,0.28816998,0.021,0.063
Madhya Bharat Agro Products Limited,MBAPL.NS,39.850533,10.37,0.21884,68.15,0.618
M & B Engineering Limited,MBEL.NS,25.271345,15.11,,19.131,0.485
MBL Infrastructure Limited,MBLINFRA.NS,,-3.68,-0.08364,98.238,0.521
Madhav Copper Limited,MCL.NS,34.735294,1.7,0.07725,112.554,0.988
Mcleod Russel India Limited,MCLEODRUSS.NS,,-26.44,-1.39805,3010.147,-0.198
Magellanic Cloud Limited,MCLOUD.NS,14.266304,1.84,0.20707001,46.793,0.045
Multi Commodity Exchange of India Limited,MCX.NS,81.0264,136.4,0.25017,0.024,0.289
Global Health Limited,MEDANTA.NS,56.354916,20.85,0.16391,25.468,0.149
Medi Assist Healthcare Services Limited,MEDIASSIST.NS,38.703384,11.53,0.15099,51.568,0.286
Medicamen Biotech Limited,MEDICAMEQ.NS,54.502167,6.93,0.0346,14.033,0.063
Medico Remedies Limited,MEDICO.NS,38.48905,1.37,0.18546,18.737,0.338
Medplus Health Services Limited,MEDPLUS.NS,50.17549,16.24,0.11209,64.689,0.065
Meesho Limited,MEESHO.NS,,-4.71,,8.629,0.426
Megasoft Limited,MEGASOFT.NS,8.583927,23.89,0.64134,1.385,
Megastar Foods Limited,MEGASTAR.NS,44.888454,5.11,0.060650002,177.675,0.533
Mangal Electrical Industries Limited,MEIL.NS,23.36943,16.16,0.12777,11.98,0.167
Menon Bearings Limited,MENONBE.NS,21.754099,4.88,0.17853001,33.356,0.053
MEP Infrastructure Developers Limited,MEP.NS,,-46.14,,,2.245
Metro Brands Limited,METROBRAND.NS,88.243454,12.98,0.1861,77.874,0.112
Metropolis Healthcare Limited,METROPOLIS.NS,62.757607,30.57,0.12077,13.916,0.227
Mahalaxmi Fabric Mills Limited,MFML.NS,4.9860835,5.03,0.05667,65.601,-0.339
Max Financial Services Limited,MFSL.NS,343.3265,4.87,,22.445,0.087
